Víctimas por año Corte AGOSTO DE 2024

FECHA_CORTE,NOM_RPT,VIGENCIA,SEXO,ETNIA,DISCAPACIDAD,CICLO_VITAL,PER_OCU,EVENTOS
"31/08/2024 12:00:00 a. m.","REPORTE VICTIMAS ANUALIZADO, CIFRA NACIONAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia y Eventos)","1985","Hombre","Afrocolombiano (Acreditado RA)","Fisica","entre 60 y 110","1","1",
"31/08/2024 12:00:00 a. m.","REPORTE VICTIMAS ANUALIZADO, CIFRA NACIONAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia y Eventos)","1985","Hombre","Ninguna","Intelectual","entre 18 y 28","13","13",
"31/08/2024 12:00:00 a. m.","REPORTE VICTIMAS ANUALIZADO, CIFRA NACIONAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia y Eventos)","1985","Hombre","Ninguna","Intelectual","entre 29 y 59","55","59",
"31/08/2024 12:00:00 a. m.","REPORTE VICTIMAS ANUALIZADO, CIFRA NACIONAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia y Eventos)","1985","Hombre","Ninguna","Intelectual","entre 60 y 110","40","48",
"31/08/2024 12:00:00 a. m.","REPORTE VICTIMAS ANUALIZADO, CIFRA NACIONAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia y Eventos)","1985","Hombre","Ninguna","Multiple","entre 12 y 17","1","1",
"31/08/2024 12:00:00 a. m.","REPORTE VICTIMAS ANUALIZADO, CIFRA NACIONAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia y Eventos)","1985","Hombre","Ninguna","Multiple","entre 18 y 28","14","14",
"31/08/2024 12:00:00 a. m.","REPORTE VICTIMAS ANUALIZADO, CIFRA NACIONAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia y Eventos)","1985","Hombre","Ninguna","Multiple","entre 60 y 110","315","373",
"31/08/2024 12:00:00 a. m.","REPORTE VICTIMAS ANUALIZADO, CIFRA NACIONAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia y Eventos)","1985","Hombre","Ninguna","Multiple","entre 29 y 59","168","184",
"31/08/2024 12:00:00 a. m.","REPORTE VICTIMAS ANUALIZADO, CIFRA NACIONAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia y Eventos)","1985","Hombre","Ninguna","Ninguna","entre 0 y 5","34","34",
"31/08/2024 12:00:00 a. m.","REPORTE VICTIMAS ANUALIZADO, CIFRA NACIONAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia y Eventos)","1985","Hombre","Ninguna","Ninguna","entre 6 y 11","333","335",
"31/08/2024 12:00:00 a. m.","REPORTE VICTIMAS ANUALIZADO, CIFRA NACIONAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia y Eventos)","1985","Hombre","Ninguna","Ninguna","entre 12 y 17","682","692",
"31/08/2024 12:00:00 a. m.","REPORTE VICTIMAS ANUALIZADO, CIFRA NACIONAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia y Eventos)","1985","Hombre","Ninguna","Ninguna","entre 18 y 28","2409","2456",
"31/08/2024 12:00:00 a. m.","REPORTE VICTIMAS ANUALIZADO, CIFRA NACIONAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia y Eventos)","1985","Hombre","Ninguna","Ninguna","entre 60 y 110","22532","23461",
"31/08/2024 12:00:00 a. m.","REPORTE VICTIMAS ANUALIZADO, CIFRA NACIONAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia y Eventos)","1985","Hombre","Ninguna","Ninguna","ND","12800","12861",
"31/08/2024 12:00:00 a. m.","REPORTE VICTIMAS ANUALIZADO, CIFRA NACIONAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia y Eventos)","1985","Hombre","Ninguna","Ninguna","entre 29 y 59","29575","30460",
"31/08/2024 12:00:00 a. m.","REPORTE VICTIMAS ANUALIZADO, CIFRA NACIONAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia y Eventos)","1985","Hombre","Ninguna","Por Establecer","entre 6 y 11","2","2",
"31/08/2024 12:00:00 a. m.","REPORTE VICTIMAS ANUALIZADO, CIFRA NACIONAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia y Eventos)","1985","Hombre","Ninguna","Por Establecer","entre 12 y 17","6","6",
"31/08/2024 12:00:00 a. m.","REPORTE VICTIMAS ANUALIZADO, CIFRA NACIONAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia y Eventos)","1985","Hombre","Ninguna","Por Establecer","entre 18 y 28","20","20",
"31/08/2024 12:00:00 a. m.","REPORTE VICTIMAS ANUALIZADO, CIFRA NACIONAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia y Eventos)","1985","Hombre","Ninguna","Por Establecer","ND","8","9",
"31/08/2024 12:00:00 a. m.","REPORTE VICTIMAS ANUALIZADO, CIFRA NACIONAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia y Eventos)","1985","Hombre","Ninguna","Por Establecer","entre 60 y 110","900","966",
"31/08/2024 12:00:00 a. m.","REPORTE VICTIMAS ANUALIZADO, CIFRA NACIONAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia y Eventos)","1985","Hombre","Ninguna","Por Establecer","entre 29 y 59","419","438",
"31/08/2024 12:00:00 a. m.","REPORTE VICTIMAS ANUALIZADO, CIFRA NACIONAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia y Eventos)","1985","Hombre","Ninguna","Psicosocial (Mental)","entre 18 y 28","2","3",
"31/08/2024 12:00:00 a. m.","REPORTE VICTIMAS ANUALIZADO, CIFRA NACIONAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia y Eventos)","1985","Hombre","Ninguna","Psicosocial (Mental)","entre 60 y 110","8","9",
"31/08/2024 12:00:00 a. m.","REPORTE VICTIMAS ANUALIZADO, CIFRA NACIONAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia y Eventos)","1985","Hombre","Ninguna","Psicosocial (Mental)","entre 29 y 59","26","26",
"31/08/2024 12:00:00 a. m.","REPORTE VICTIMAS ANUALIZADO, CIFRA NACIONAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia y Eventos)","1985","Hombre","Ninguna","Visual","entre 12 y 17","1","1",
"31/08/2024 12:00:00 a. m.","REPORTE VICTIMAS ANUALIZADO, CIFRA NACIONAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia y Eventos)","1985","Hombre","Ninguna","Visual","entre 18 y 28","4","4",
"31/08/2024 12:00:00 a. m.","REPORTE VICTIMAS ANUALIZADO, CIFRA NACIONAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia y Eventos)","1985","Hombre","Ninguna","Visual","entre 60 y 110","146","163",
"31/08/2024 12:00:00 a. m.","REPORTE VICTIMAS ANUALIZADO, CIFRA NACIONAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia y Eventos)","1985","Hombre","Ninguna","Visual","entre 29 y 59","76","80",
"31/08/2024 12:00:00 a. m.","REPORTE VICTIMAS ANUALIZADO, CIFRA NACIONAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia y Eventos)","1985","Hombre","Palenquero","Multiple","ND","1","1",
"31/08/2024 12:00:00 a. m.","REPORTE VICTIMAS ANUALIZADO, CIFRA NACIONAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia y Eventos)","1985","Hombre","Palenquero","Multiple","entre 60 y 110","1","1",
"31/08/2024 12:00:00 a. m.","REPORTE VICTIMAS ANUALIZADO, CIFRA NACIONAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia y Eventos)","1985","Hombre","Palenquero","Ninguna","entre 29 y 59","7","8",
"31/08/2024 12:00:00 a. m.","REPORTE VICTIMAS ANUALIZADO, CIFRA NACIONAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia y Eventos)","1985","Hombre","Palenquero","Ninguna","entre 60 y 110","3","3",
"31/08/2024 12:00:00 a. m.","REPORTE VICTIMAS ANUALIZADO, CIFRA NACIONAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia y Eventos)","1985","Hombre","Raizal del Archipielago de San Andres y Providencia","Multiple","entre 29 y 59","1","1",
"31/08/2024 12:00:00 a. m.","REPORTE VICTIMAS ANUALIZADO, CIFRA NACIONAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia y Eventos)","1985","Hombre","Raizal del Archipielago de San Andres y Providencia","Ninguna","entre 12 y 17","1","1",
"31/08/2024 12:00:00 a. m.","REPORTE VICTIMAS ANUALIZADO, CIFRA NACIONAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia y Eventos)","1985","Hombre","Raizal del Archipielago de San Andres y Providencia","Ninguna","entre 18 y 28","3","3",
"31/08/2024 12:00:00 a. m.","REPORTE VICTIMAS ANUALIZADO, CIFRA NACIONAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia y Eventos)","1985","Hombre","Raizal del Archipielago de San Andres y Providencia","Ninguna","entre 29 y 59","61","62",
"31/08/2024 12:00:00 a. m.","REPORTE VICTIMAS ANUALIZADO, CIFRA NACIONAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia y Eventos)","1985","Hombre","Raizal del Archipielago de San Andres y Providencia","Ninguna","entre 60 y 110","28","31",
"31/08/2024 12:00:00 a. m.","REPORTE VICTIMAS ANUALIZADO, CIFRA NACIONAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia y Eventos)","1985","Hombre","Raizal del Archipielago de San Andres y Providencia","Por Establecer","entre 29 y 59","3","3",
"31/08/2024 12:00:00 a. m.","REPORTE VICTIMAS ANUALIZADO, CIFRA NACIONAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia y Eventos)","1985","Hombre","Raizal del Archipielago de San Andres y Providencia","Por Establecer","entre 60 y 110","3","3",
"31/08/2024 12:00:00 a. m.","REPORTE VICTIMAS ANUALIZADO, CIFRA NACIONAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia y Eventos)","1985","Hombre","Raizal del Archipielago de San Andres y Providencia","Visual","entre 29 y 59","2","2",
"31/08/2024 12:00:00 a. m.","REPORTE VICTIMAS ANUALIZADO, CIFRA NACIONAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia y Eventos)","1985","Intersexual","Ninguna","Ninguna","entre 29 y 59","2","2",
"31/08/2024 12:00:00 a. m.","REPORTE VICTIMAS ANUALIZADO, CIFRA NACIONAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia y Eventos)","1985","LGBTI","Afrocolombiano (Acreditado RA)","Ninguna","entre 29 y 59","1","1",
"31/08/2024 12:00:00 a. m.","REPORTE VICTIMAS ANUALIZADO, CIFRA NACIONAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia y Eventos)","1985","LGBTI","Indigena","Ninguna","entre 0 y 5","1","1",
"31/08/2024 12:00:00 a. m.","REPORTE VICTIMAS ANUALIZADO, CIFRA NACIONAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia y Eventos)","1985","LGBTI","Indigena","Ninguna","entre 29 y 59","1","1",
"31/08/2024 12:00:00 a. m.","REPORTE VICTIMAS ANUALIZADO, CIFRA NACIONAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia y Eventos)","1985","LGBTI","Indigena (Acreditado RA)","Ninguna","entre 29 y 59","1","1",
"31/08/2024 12:00:00 a. m.","REPORTE VICTIMAS ANUALIZADO, CIFRA NACIONAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia y Eventos)","1985","LGBTI","Negro(a) o Afrocolombiano(a)","Ninguna","entre 18 y 28","1","1",
"31/08/2024 12:00:00 a. m.","REPORTE VICTIMAS ANUALIZADO, CIFRA NACIONAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia y Eventos)","1985","LGBTI","Negro(a) o Afrocolombiano(a)","Ninguna","entre 29 y 59","5","7",
"31/08/2024 12:00:00 a. m.","REPORTE VICTIMAS ANUALIZADO, CIFRA NACIONAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia y Eventos)","1985","LGBTI","Negro(a) o Afrocolombiano(a)","Ninguna","entre 60 y 110","2","3",
"31/08/2024 12:00:00 a. m.","REPORTE VICTIMAS ANUALIZADO, CIFRA NACIONAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia y Eventos)","1985","LGBTI","Ninguna","Multiple","entre 29 y 59","1","1",
"31/08/2024 12:00:00 a. m.","REPORTE VICTIMAS ANUALIZADO, CIFRA NACIONAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia y Eventos)","1985","LGBTI","Ninguna","Ninguna","entre 18 y 28","3","3",
"31/08/2024 12:00:00 a. m.","REPORTE VICTIMAS ANUALIZADO, CIFRA NACIONAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia y Eventos)","1985","LGBTI","Ninguna","Ninguna","entre 60 y 110","8","8",
"31/08/2024 12:00:00 a. m.","REPORTE VICTIMAS ANUALIZADO, CIFRA NACIONAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia y Eventos)","1985","LGBTI","Ninguna","Ninguna","entre 29 y 59","18","21",
"31/08/2024 12:00:00 a. m.","REPORTE VICTIMAS ANUALIZADO, CIFRA NACIONAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia y Eventos)","1985","LGBTI","Ninguna","Por Establecer","entre 29 y 59","1","1",
"31/08/2024 12:00:00 a. m.","REPORTE VICTIMAS ANUALIZADO, CIFRA NACIONAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia y Eventos)","1985","LGBTI","Raizal del Archipielago de San Andres y Providencia","Ninguna","entre 60 y 110","2","2",
"31/08/2024 12:00:00 a. m.","REPORTE VICTIMAS ANUALIZADO, CIFRA NACIONAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia y Eventos)","1985","Mujer","Afrocolombiano (Acreditado RA)","Fisica","entre 29 y 59","2","2",
"31/08/2024 12:00:00 a. m.","REPORTE VICTIMAS ANUALIZADO, CIFRA NACIONAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia y Eventos)","1985","Mujer","Afrocolombiano (Acreditado RA)","Multiple","entre 18 y 28","1","1",
"31/08/2024 12:00:00 a. m.","REPORTE VICTIMAS ANUALIZADO, CIFRA NACIONAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia y Eventos)","1985","Mujer","Afrocolombiano (Acreditado RA)","Multiple","entre 60 y 110","2","5",
"31/08/2024 12:00:00 a. m.","REPORTE VICTIMAS ANUALIZADO, CIFRA NACIONAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia y Eventos)","1985","Mujer","Afrocolombiano (Acreditado RA)","Multiple","entre 29 y 59","2","2",
"31/08/2024 12:00:00 a. m.","REPORTE VICTIMAS ANUALIZADO, CIFRA NACIONAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia y Eventos)","1985","Mujer","Afrocolombiano (Acreditado RA)","Ninguna","entre 12 y 17","1","1",
"31/08/2024 12:00:00 a. m.","REPORTE VICTIMAS ANUALIZADO, CIFRA NACIONAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia y Eventos)","1985","Mujer","Afrocolombiano (Acreditado RA)","Ninguna","entre 18 y 28","28","28",
"31/08/2024 12:00:00 a. m.","REPORTE VICTIMAS ANUALIZADO, CIFRA NACIONAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia y Eventos)","1985","Mujer","Afrocolombiano (Acreditado RA)","Ninguna","entre 29 y 59","114","119",
"31/08/2024 12:00:00 a. m.","REPORTE VICTIMAS ANUALIZADO, CIFRA NACIONAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia y Eventos)","1985","Mujer","Afrocolombiano (Acreditado RA)","Ninguna","entre 60 y 110","27","29",
"31/08/2024 12:00:00 a. m.","REPORTE VICTIMAS ANUALIZADO, CIFRA NACIONAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia y Eventos)","1985","Mujer","Afrocolombiano (Acreditado RA)","Por Establecer","entre 29 y 59","4","4",
"31/08/2024 12:00:00 a. m.","REPORTE VICTIMAS ANUALIZADO, CIFRA NACIONAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia y Eventos)","1985","Mujer","Afrocolombiano (Acreditado RA)","Por Establecer","entre 60 y 110","4","4",
"31/08/2024 12:00:00 a. m.","REPORTE VICTIMAS ANUALIZADO, CIFRA NACIONAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia y Eventos)","1985","Mujer","Afrocolombiano (Acreditado RA)","Visual","entre 60 y 110","1","1",
"31/08/2024 12:00:00 a. m.","REPORTE VICTIMAS ANUALIZADO, CIFRA NACIONAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia y Eventos)","1985","Mujer","Afrocolombiano (Acreditado RA)","Visual","entre 29 y 59","1","1",
"31/08/2024 12:00:00 a. m.","REPORTE VICTIMAS ANUALIZADO, CIFRA NACIONAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia y Eventos)","1985","Mujer","Gitano (RROM) (Acreditado RA)","Fisica","entre 60 y 110","1","2",
"31/08/2024 12:00:00 a. m.","REPORTE VICTIMAS ANUALIZADO, CIFRA NACIONAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia y Eventos)","1985","Mujer","Gitano (RROM) (Acreditado RA)","Ninguna","entre 29 y 59","1","1",
"31/08/2024 12:00:00 a. m.","REPORTE VICTIMAS ANUALIZADO, CIFRA NACIONAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia y Eventos)","1985","Mujer","Gitano (RROM) (Acreditado RA)","Ninguna","entre 60 y 110","1","1",
"31/08/2024 12:00:00 a. m.","REPORTE VICTIMAS ANUALIZADO, CIFRA NACIONAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia y Eventos)","1985","Mujer","Gitano(a) ROM","Ninguna","entre 12 y 17","2","2",
"31/08/2024 12:00:00 a. m.","REPORTE VICTIMAS ANUALIZADO, CIFRA NACIONAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia y Eventos)","1985","Mujer","Gitano(a) ROM","Ninguna","entre 18 y 28","4","4",
"31/08/2024 12:00:00 a. m.","REPORTE VICTIMAS ANUALIZADO, CIFRA NACIONAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia y Eventos)","1985","Mujer","Gitano(a) ROM","Ninguna","entre 29 y 59","32","36",
"31/08/2024 12:00:00 a. m.","REPORTE VICTIMAS ANUALIZADO, CIFRA NACIONAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia y Eventos)","1985","Mujer","Gitano(a) ROM","Ninguna","entre 60 y 110","18","21",
"31/08/2024 12:00:00 a. m.","REPORTE VICTIMAS ANUALIZADO, CIFRA NACIONAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia y Eventos)","1985","Mujer","Gitano(a) ROM","Por Establecer","entre 60 y 110","1","1",
"31/08/2024 12:00:00 a. m.","REPORTE VICTIMAS ANUALIZADO, CIFRA NACIONAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia y Eventos)","1985","Mujer","Gitano(a) ROM","Psicosocial (Mental)","entre 29 y 59","1","1",
"31/08/2024 12:00:00 a. m.","REPORTE VICTIMAS ANUALIZADO, CIFRA NACIONAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia y Eventos)","1985","Mujer","Gitano(a) ROM","Visual","entre 18 y 28","1","1",
"31/08/2024 12:00:00 a. m.","REPORTE VICTIMAS ANUALIZADO, CIFRA NACIONAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia y Eventos)","1985","Mujer","Indigena","Auditiva","entre 18 y 28","2","2",
"31/08/2024 12:00:00 a. m.","REPORTE VICTIMAS ANUALIZADO, CIFRA NACIONAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia y Eventos)","1985","Mujer","Indigena","Auditiva","entre 29 y 59","3","5",
"31/08/2024 12:00:00 a. m.","REPORTE VICTIMAS ANUALIZADO, CIFRA NACIONAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia y Eventos)","1985","Mujer","Indigena","Auditiva","entre 60 y 110","2","3",
"31/08/2024 12:00:00 a. m.","REPORTE VICTIMAS ANUALIZADO, CIFRA NACIONAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia y Eventos)","1985","Mujer","Indigena","Fisica","entre 18 y 28","1","1",
"31/08/2024 12:00:00 a. m.","REPORTE VICTIMAS ANUALIZADO, CIFRA NACIONAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia y Eventos)","1985","Mujer","Indigena","Fisica","entre 29 y 59","17","20",
"31/08/2024 12:00:00 a. m.","REPORTE VICTIMAS ANUALIZADO, CIFRA NACIONAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia y Eventos)","1985","Mujer","Indigena","Fisica","entre 60 y 110","30","34",
"31/08/2024 12:00:00 a. m.","REPORTE VICTIMAS ANUALIZADO, CIFRA NACIONAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia y Eventos)","1985","Mujer","Indigena","Intelectual","entre 60 y 110","1","1",
"31/08/2024 12:00:00 a. m.","REPORTE VICTIMAS ANUALIZADO, CIFRA NACIONAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia y Eventos)","1985","Mujer","Indigena","Intelectual","entre 29 y 59","2","2",
"31/08/2024 12:00:00 a. m.","REPORTE VICTIMAS ANUALIZADO, CIFRA NACIONAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia y Eventos)","1985","Mujer","Indigena","Multiple","entre 60 y 110","19","22",
"31/08/2024 12:00:00 a. m.","REPORTE VICTIMAS ANUALIZADO, CIFRA NACIONAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia y Eventos)","1985","Mujer","Indigena","Multiple","entre 29 y 59","3","5",
"31/08/2024 12:00:00 a. m.","REPORTE VICTIMAS ANUALIZADO, CIFRA NACIONAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia y Eventos)","1985","Mujer","Indigena","Ninguna","entre 0 y 5","1","1",
"31/08/2024 12:00:00 a. m.","REPORTE VICTIMAS ANUALIZADO, CIFRA NACIONAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia y Eventos)","1985","Mujer","Indigena","Ninguna","entre 6 y 11","3","3",
"31/08/2024 12:00:00 a. m.","REPORTE VICTIMAS ANUALIZADO, CIFRA NACIONAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia y Eventos)","1985","Mujer","Indigena","Ninguna","entre 12 y 17","12","12",
"31/08/2024 12:00:00 a. m.","REPORTE VICTIMAS ANUALIZADO, CIFRA NACIONAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia y Eventos)","1985","Mujer","Indigena","Ninguna","entre 18 y 28","47","47",
"31/08/2024 12:00:00 a. m.","REPORTE VICTIMAS ANUALIZADO, CIFRA NACIONAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia y Eventos)","1985","Mujer","Indigena","Ninguna","entre 60 y 110","284","312",
"31/08/2024 12:00:00 a. m.","REPORTE VICTIMAS ANUALIZADO, CIFRA NACIONAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia y Eventos)","1985","Mujer","Indigena","Ninguna","ND","1","1",
"31/08/2024 12:00:00 a. m.","REPORTE VICTIMAS ANUALIZADO, CIFRA NACIONAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia y Eventos)","1985","Mujer","Indigena","Ninguna","entre 29 y 59","434","457",
"31/08/2024 12:00:00 a. m.","REPORTE VICTIMAS ANUALIZADO, CIFRA NACIONAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia y Eventos)","1985","Mujer","Indigena","Por Establecer","entre 60 y 110","17","18",
"31/08/2024 12:00:00 a. m.","REPORTE VICTIMAS ANUALIZADO, CIFRA NACIONAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia y Eventos)","1985","Mujer","Indigena","Por Establecer","entre 29 y 59","10","10",
"31/08/2024 12:00:00 a. m.","REPORTE VICTIMAS ANUALIZADO, CIFRA NACIONAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia y Eventos)","1985","Mujer","Indigena","Visual","entre 29 y 59","4","4",
"31/08/2024 12:00:00 a. m.","REPORTE VICTIMAS ANUALIZADO, CIFRA NACIONAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia y Eventos)","1985","Mujer","Indigena","Visual","entre 60 y 110","3","4",
"31/08/2024 12:00:00 a. m.","REPORTE VICTIMAS ANUALIZADO, CIFRA NACIONAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia y Eventos)","1985","Mujer","Indigena (Acreditado RA)","Auditiva","entre 18 y 28","1","1",
"31/08/2024 12:00:00 a. m.","REPORTE VICTIMAS ANUALIZADO, CIFRA NACIONAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia y Eventos)","1985","Mujer","Indigena (Acreditado RA)","Auditiva","entre 29 y 59","2","2",
